symbol,companyName,sector,industry,exchangeShortName,marketCap,historicalMarketCapDate,selectionReferenceDate,universeSource
AEP,"American Electric Power Company, Inc.",Utilities,Regulated Electric,NASDAQ,40530161097.0,2021-01-04,2021-01-04,active_screener
NTES,"NetEase, Inc.",Technology,Electronic Gaming & Multimedia,NASDAQ,64808796024.0,2021-01-04,2021-01-04,active_screener
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Travel Lodging,NYSE,29758153746.0,2021-01-04,2021-01-04,active_screener
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel - Retail,NASDAQ,41578932410.0,2021-01-04,2021-01-04,active_screener
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,NYSE,22682110000.0,2021-01-04,2021-01-04,active_screener
GM,General Motors Company,Consumer Cyclical,Auto - Manufacturers,NYSE,58617970000.0,2021-01-04,2021-01-04,active_screener
VALE,Vale S.A.,Basic Materials,Industrial Materials,NYSE,89265271200.0,2021-01-04,2021-01-04,active_screener
B,Barrick Mining Corporation,Basic Materials,Gold,NYSE,42635553135.0,2021-01-04,2021-01-04,active_screener
AON,Aon plc,Financial Services,Insurance - Brokers,NYSE,46453305000.0,2021-01-04,2021-01-04,active_screener
ELV,Elevance Health Inc.,Healthcare,Medical - Healthcare Plans,NYSE,78052100000.0,2021-01-04,2021-01-04,active_screener
CIEN,Ciena Corporation,Technology,Communication Equipment,NYSE,7941805320.0,2021-01-04,2021-01-04,active_screener
CTAS,Cintas Corporation,Industrials,Specialty Business Services,NASDAQ,36168710400.0,2021-01-04,2021-01-04,active_screener
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,NASDAQ,45628569850.0,2021-01-04,2021-01-04,active_screener
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,NYSE,34319927999.0,2021-01-04,2021-01-04,active_screener
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,NYSE,71562438000.0,2021-01-04,2021-01-04,active_screener
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,NYSE,26528250000.0,2021-01-04,2021-01-04,active_screener
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,NASDAQ,17918550000.0,2021-01-04,2021-01-04,active_screener
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,NYSE,30712539519.0,2021-01-04,2021-01-04,active_screener
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,NYSE,37296948000.0,2021-01-04,2021-01-04,active_screener
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,NYSE,34197365000.0,2021-01-04,2021-01-04,active_screener
RSG,"Republic Services, Inc.",Industrials,Waste Management,NYSE,29876676000.0,2021-01-04,2021-01-04,active_screener
TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,NYSE,34150270269.0,2021-01-04,2021-01-04,active_screener
NSC,Norfolk Southern Corporation,Industrials,Railroads,NYSE,58686816000.0,2021-01-04,2021-01-04,active_screener
APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals - Specialty,NYSE,59433120000.0,2021-01-04,2021-01-04,active_screener
TEL,TE Connectivity Ltd.,Technology,"Hardware, Equipment & Parts",NYSE,39819300000.0,2021-01-04,2021-01-04,active_screener
CNI,Canadian National Railway Company,Industrials,Railroads,NYSE,77911380000.0,2021-01-04,2021-01-04,active_screener
PCAR,PACCAR Inc,Industrials,Agricultural - Machinery,NASDAQ,29448672000.0,2021-01-04,2021-01-04,active_screener
SRE,Sempra,Utilities,Diversified Utilities,NYSE,37252039000.0,2021-01-04,2021-01-04,active_screener
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,NASDAQ,16598580360.0,2021-01-04,2021-01-04,active_screener
ET,Energy Transfer LP,Energy,Oil & Gas Midstream,NYSE,16487079999.0,2021-01-04,2021-01-04,active_screener
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,NASDAQ,7331376000.0,2021-01-04,2021-01-04,active_screener
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Office,NYSE,38029315221.0,2021-01-04,2021-01-04,active_screener
NKE,"NIKE, Inc.",Consumer Cyclical,Apparel - Footwear & Accessories,NYSE,221077800000.0,2021-01-04,2021-01-04,active_screener
WPM,Wheaton Precious Metals Corp.,Basic Materials,Gold,NYSE,20344777340.0,2021-01-04,2021-01-04,active_screener
COR,"Cencora, Inc.",Healthcare,Medical - Distribution,NYSE,19774394000.0,2021-01-04,2021-01-04,active_screener
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,NYSE,27204285496.0,2021-01-04,2021-01-04,active_screener
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,NASDAQ,15554800000.0,2021-01-04,2021-01-04,active_screener
RACE,Ferrari N.V.,Consumer Cyclical,Auto - Manufacturers,NYSE,41948496870.0,2021-01-04,2021-01-04,active_screener
APO,"Apollo Global Management, Inc.",Financial Services,Asset Management - Global,NYSE,10987267290.0,2021-01-04,2021-01-04,active_screener
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,NYSE,63488521880.0,2021-01-04,2021-01-04,active_screener
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,NASDAQ,23724650000.0,2021-01-04,2021-01-04,active_screener
DB,Deutsche Bank AG,Financial Services,Banks - Regional,NYSE,22513188000.0,2021-01-04,2021-01-04,active_screener
O,Realty Income Corporation,Real Estate,REIT - Retail,NYSE,21537165527.0,2021-01-04,2021-01-04,active_screener
LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,NYSE,14898339000.0,2021-01-04,2021-01-04,active_screener
MFC,Manulife Financial Corporation,Financial Services,Insurance - Life,NYSE,34064550000.0,2021-01-04,2021-01-04,active_screener
TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,56244764547.0,2021-01-04,2021-01-04,active_screener
AFL,Aflac Incorporated,Financial Services,Insurance - Life,NYSE,29755232220.0,2021-01-04,2021-01-04,active_screener
INFY,Infosys Limited,Technology,Information Technology Services,NYSE,73205645565.0,2021-01-04,2021-01-04,active_screener
RCB,Ready Capital Corporation,Real Estate,REIT - Mortgage,NYSE,1411918155.0,2021-01-04,2021-01-04,active_screener
RELX,RELX Plc,Communication Services,Publishing,NYSE,48001570000.0,2021-01-04,2021-01-04,active_screener
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto - Parts,NYSE,26733699200.0,2021-01-04,2021-01-04,active_screener
MPLX,MPLX Lp,Energy,Oil & Gas Midstream,NYSE,22782890000.0,2021-01-04,2021-01-04,active_screener
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,NYSE,28509390000.0,2021-01-04,2021-01-04,active_screener
BDX,"Becton, Dickinson and Company",Healthcare,Medical - Instruments & Supplies,NYSE,43972810700.0,2021-01-04,2021-01-04,active_screener
TGT,Target Corporation,Consumer Defensive,Discount Stores,NYSE,88957104000.0,2021-01-04,2021-01-04,active_screener
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas Exploration & Production,NYSE,16282595000.0,2021-01-04,2021-01-04,active_screener
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance - Brokers,NYSE,23398704000.0,2021-01-04,2021-01-04,active_screener
D,"Dominion Energy, Inc.",Utilities,Regulated Electric,NYSE,59547951000.0,2021-01-04,2021-01-04,active_screener
TER,"Teradyne, Inc.",Technology,Semiconductors,NASDAQ,19844062290.0,2021-01-04,2021-01-04,active_screener
FAST,Fastenal Company,Industrials,Industrial - Distribution,NASDAQ,27371137999.0,2021-01-04,2021-01-04,active_screener
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,NYSE,32694200000.0,2021-01-04,2021-01-04,active_screener
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,NYSE,16721025000.0,2021-01-04,2021-01-04,active_screener
UI,Ubiquiti Inc.,Technology,Communication Equipment,NYSE,17006435600.0,2021-01-04,2021-01-04,active_screener
GWW,"W.W. Grainger, Inc.",Industrials,Industrial - Distribution,NYSE,20591556000.0,2021-01-04,2021-01-04,active_screener
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,NYSE,1871631880.0,2021-01-04,2021-01-04,active_screener
AME,"AMETEK, Inc.",Industrials,Industrial - Machinery,NYSE,27278895300.0,2021-01-04,2021-01-04,active_screener
KEYS,"Keysight Technologies, Inc.",Technology,"Hardware, Equipment & Parts",NYSE,24399480000.0,2021-01-04,2021-01-04,active_screener
AU,AngloGold Ashanti Plc,Basic Materials,Gold,NYSE,10676113785.0,2021-01-04,2021-01-04,active_screener
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,77787045000.0,2021-01-04,2021-01-04,active_screener
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,NYSE,12844591366.0,2021-01-04,2021-01-04,active_screener
TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,NYSE,5977560000.0,2021-01-04,2021-01-04,active_screener
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,NASDAQ,44970313040.0,2021-01-04,2021-01-04,active_screener
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,NASDAQ,40178880000.0,2021-01-04,2021-01-04,active_screener
VST,Vistra Corp.,Utilities,Independent Power Producers,NYSE,9296531941.0,2021-01-04,2021-01-04,active_screener
FNV,Franco-Nevada Corporation,Basic Materials,Gold,NYSE,25040952688.0,2021-01-04,2021-01-04,active_screener
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Exploration & Production,NASDAQ,8034430860.0,2021-01-04,2021-01-04,active_screener
ETR,Entergy Corporation,Utilities,Regulated Electric,NYSE,19655514312.0,2021-01-04,2021-01-04,active_screener
SNOW,Snowflake Inc.,Technology,Software - Application,NYSE,79054043232.0,2021-01-04,2021-01-04,active_screener
FER,Ferrovial SE,Industrials,Engineering & Construction,NASDAQ,20555655800.0,2021-01-04,2021-01-04,active_screener
CCJ,Cameco Corporation,Energy,Uranium,NYSE,5316312040.0,2021-01-04,2021-01-04,active_screener
ADSK,"Autodesk, Inc.",Technology,Software - Application,NASDAQ,65215747999.0,2021-01-04,2021-01-04,active_screener
SE,Sea Limited,Consumer Cyclical,Specialty Retail,NYSE,100927942665.0,2021-01-04,2021-01-04,active_screener
CAH,"Cardinal Health, Inc.",Healthcare,Medical - Distribution,NYSE,15455560000.0,2021-01-04,2021-01-04,active_screener
NOK,Nokia Oyj,Technology,Communication Equipment,NYSE,21877636190.0,2021-01-04,2021-01-04,active_screener
EXC,Exelon Corporation,Utilities,Regulated Electric,NASDAQ,28684720000.0,2021-01-04,2021-01-04,active_screener
XEL,Xcel Energy Inc.,Utilities,Regulated Electric,NASDAQ,35325080000.0,2021-01-04,2021-01-04,active_screener
NDAQ,"Nasdaq, Inc.",Financial Services,Financial - Data & Stock Exchanges,NASDAQ,21741668388.0,2021-01-04,2021-01-04,active_screener
CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,NYSE,12467532000.0,2021-01-04,2021-01-04,active_screener
MET,"MetLife, Inc.",Financial Services,Insurance - Life,NYSE,40472625024.0,2021-01-04,2021-01-04,active_screener
GRMN,Garmin Ltd.,Technology,"Hardware, Equipment & Parts",NYSE,22797244800.0,2021-01-04,2021-01-04,active_screener
ARGX,argenx SE,Healthcare,Biotechnology,NASDAQ,16036859291.0,2021-01-04,2021-01-04,active_screener
FERG,Ferguson plc,Industrials,Industrial - Distribution,NYSE,26894608000.0,2021-01-04,2021-01-04,active_screener
ABEV,Ambev S.A.,Consumer Defensive,Beverages - Alcoholic,NYSE,47062241487.0,2021-01-04,2021-01-04,active_screener
CARR,Carrier Global Corporation,Industrials,Construction,NYSE,32190179000.0,2021-01-04,2021-01-04,active_screener
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,NYSE,16612421700.0,2021-01-04,2021-01-04,active_screener
PSA,Public Storage,Real Estate,REIT - Industrial,NYSE,38449342200.0,2021-01-04,2021-01-04,active_screener
F,Ford Motor Company,Consumer Cyclical,Auto - Manufacturers,NYSE,33909600000.0,2021-01-04,2021-01-04,active_screener
EW,Edwards Lifesciences Corporation,Healthcare,Medical - Devices,NYSE,55414944000.0,2021-01-04,2021-01-04,active_screener
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Medical - Diagnostics & Research,NASDAQ,42061088100.0,2021-01-04,2021-01-04,active_screener
BSBR,Banco Santander (Brasil) S.A.,Financial Services,Banks - Regional,NYSE,60071059140.0,2021-01-04,2021-01-04,active_screener
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Railroads,NYSE,13694525000.0,2021-01-04,2021-01-04,active_screener
MT,ArcelorMittal S.A.,Basic Materials,Steel,NYSE,28213100000.0,2021-01-04,2021-01-04,active_screener
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,NYSE,24167585972.0,2021-01-04,2021-01-04,active_screener
WDS,Woodside Energy Group Ltd,Energy,Oil & Gas Exploration & Production,NYSE,16858636353.0,2021-01-04,2021-01-04,active_screener
COHR,"Coherent, Inc.",Technology,"Hardware, Equipment & Parts",NYSE,7963339670.0,2021-01-04,2021-01-04,active_screener
DAL,"Delta Air Lines, Inc.",Industrials,"Airlines, Airports & Air Services",NYSE,24632279999.0,2021-01-04,2021-01-04,active_screener
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,NYSE,37096875000.0,2021-01-04,2021-01-04,active_screener
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,NYSE,31851819999.0,2021-01-04,2021-01-04,active_screener
ROK,"Rockwell Automation, Inc.",Industrials,Industrial - Machinery,NYSE,28615167000.0,2021-01-04,2021-01-04,active_screener
EBAY,eBay Inc.,Consumer Cyclical,Specialty Retail,NASDAQ,35071500000.0,2021-01-04,2021-01-04,active_screener
CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,Beverages - Non-Alcoholic,NASDAQ,22022000000.0,2021-01-04,2021-01-04,active_screener
GFI,Gold Fields Limited,Basic Materials,Gold,NYSE,9447181572.0,2021-01-04,2021-01-04,active_screener
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,NASDAQ,22360669618.0,2021-01-04,2021-01-04,active_screener
RKT,"Rocket Companies, Inc.",Financial Services,Financial - Mortgages,NYSE,3101901219.0,2021-01-04,2021-01-04,active_screener
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,NASDAQ,14997948000.0,2021-01-04,2021-01-04,active_screener
PYPL,"PayPal Holdings, Inc.",Financial Services,Financial - Credit Services,NASDAQ,272042160000.0,2021-01-04,2021-01-04,active_screener
ESLT,Elbit Systems Ltd.,Industrials,Aerospace & Defense,NASDAQ,5746442000.0,2021-01-04,2021-01-04,active_screener
DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,NYSE,93415810853.0,2021-01-04,2021-01-04,active_screener
HSY,The Hershey Company,Consumer Defensive,Food Confectioners,NYSE,31324727400.0,2021-01-04,2021-01-04,active_screener
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,NYSE,22535578000.0,2021-01-04,2021-01-04,active_screener
CBRE,"CBRE Group, Inc.",Real Estate,Real Estate - Services,NYSE,19983699393.0,2021-01-04,2021-01-04,active_screener
WCN,"Waste Connections, Inc.",Industrials,Waste Management,NYSE,26582358709.0,2021-01-04,2021-01-04,active_screener
AIG,"American International Group, Inc.",Financial Services,Insurance - Diversified,NYSE,32232741211.0,2021-01-04,2021-01-04,active_screener
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,NYSE,24397282000.0,2021-01-04,2021-01-04,active_screener
NUE,Nucor Corporation,Basic Materials,Steel,NYSE,15849933460.0,2021-01-04,2021-01-04,active_screener
PEG,Public Service Enterprise Group Incorporated,Utilities,Regulated Electric,NYSE,28087920000.0,2021-01-04,2021-01-04,active_screener
BBD,Banco Bradesco S.A.,Financial Services,Banks - Regional,NYSE,44585389800.0,2021-01-04,2021-01-04,active_screener
ED,"Consolidated Edison, Inc.",Utilities,Regulated Electric,NYSE,24179852000.0,2021-01-04,2021-01-04,active_screener
DDOG,"Datadog, Inc.",Technology,Software - Application,NASDAQ,27919481820.0,2021-01-04,2021-01-04,active_screener
MSCI,MSCI Inc.,Financial Services,Financial - Data & Stock Exchanges,NYSE,36166569600.0,2021-01-04,2021-01-04,active_screener
HEI,HEICO Corporation,Industrials,Aerospace & Defense,NYSE,17255500200.0,2021-01-04,2021-01-04,active_screener
PCG,PG&E Corporation,Utilities,Regulated Electric,NYSE,24236850000.0,2021-01-04,2021-01-04,active_screener
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,NYSE,17564482720.0,2021-01-04,2021-01-04,active_screener
ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,NASDAQ,40069120000.0,2021-01-04,2021-01-04,active_screener
RKLB,"Rocket Lab USA, Inc.",Industrials,Aerospace & Defense,NASDAQ,4613571787.0,2021-01-04,2021-01-04,active_screener
CCL,Carnival Corporation & plc,Consumer Cyclical,Leisure,NYSE,22316100000.0,2021-01-04,2021-01-04,active_screener
KGC,Kinross Gold Corporation,Basic Materials,Gold,NYSE,10048328220.0,2021-01-04,2021-01-04,active_screener
HIG,"The Hartford Financial Services Group, Inc.",Financial Services,Insurance - Diversified,NYSE,17297478000.0,2021-01-04,2021-01-04,active_screener
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,NASDAQ,72953200000.0,2021-01-04,2021-01-04,active_screener
KB,KB Financial Group Inc.,Financial Services,Banks - Regional,NYSE,15246378420.0,2021-01-04,2021-01-04,active_screener
VOD,Vodafone Group Public Limited Company,Communication Services,Telecommunications Services,NASDAQ,50196063859.0,2021-01-04,2021-01-04,active_screener
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,NASDAQ,912408567.0,2021-01-04,2021-01-04,active_screener
ELC,"Entergy Louisiana, LLC COLLATERAL TR MT",Utilities,Regulated Electric,NYSE,19655514312.0,2021-01-04,2021-01-04,active_screener
JD,"JD.com, Inc.",Consumer Cyclical,Specialty Retail,NASDAQ,134113655000.0,2021-01-04,2021-01-04,active_screener
TRI,Thomson Reuters Corporation,Industrials,Specialty Business Services,NASDAQ,38675442724.0,2021-01-04,2021-01-04,active_screener
PUK,Prudential plc,Financial Services,Insurance - Life,NYSE,178134787425.0,2021-01-04,2021-01-04,active_screener
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,NASDAQ,37203216000.0,2021-01-04,2021-01-04,active_screener
WEC,"WEC Energy Group, Inc.",Utilities,Regulated Electric,NYSE,28505852000.0,2021-01-04,2021-01-04,active_screener
VMC,Vulcan Materials Company,Basic Materials,Construction Materials,NYSE,19444531000.0,2021-01-04,2021-01-04,active_screener
XYZ,"Block, Inc.",Technology,Software - Infrastructure,NYSE,100621828680.0,2021-01-04,2021-01-04,active_screener
STT,State Street Corporation,Financial Services,Asset Management,NYSE,25341181750.0,2021-01-04,2021-01-04,active_screener
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,NYSE,15160973471.0,2021-01-04,2021-01-04,active_screener
ALC,Alcon Inc.,Healthcare,Medical - Instruments & Supplies,NYSE,32163496000.0,2021-01-04,2021-01-04,active_screener
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Construction Materials,NYSE,17306940000.0,2021-01-04,2021-01-04,active_screener
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,NYSE,3739405320.0,2021-01-04,2021-01-04,active_screener
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,NASDAQ,23234953500.0,2021-01-04,2021-01-04,active_screener
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,NYSE,66960000000.0,2021-01-04,2021-01-04,active_screener
CUK,Carnival Corporation & plc,Consumer Cyclical,Leisure,NYSE,22316100000.0,2021-01-04,2021-01-04,active_screener
CTA-PA,"EIDP, Inc.",Basic Materials,Agricultural Inputs,NYSE,76462389215.0,2021-01-04,2021-01-04,active_screener
CLS,Celestica Inc.,Technology,"Hardware, Equipment & Parts",NYSE,1019599000.0,2021-01-04,2021-01-04,active_screener
LVS,Las Vegas Sands Corp.,Consumer Cyclical,"Gambling, Resorts & Casinos",NYSE,44273800000.0,2021-01-04,2021-01-04,active_screener
ROP,"Roper Technologies, Inc.",Industrials,Industrial - Machinery,NASDAQ,44052750000.0,2021-01-04,2021-01-04,active_screener
SLF,Sun Life Financial Inc.,Financial Services,Insurance - Diversified,NYSE,25851150000.0,2021-01-04,2021-01-04,active_screener
BBDO,Banco Bradesco S.A.,Financial Services,Banks - Regional,NYSE,233511969600.0,2021-01-04,2021-01-04,active_screener
NTR,Nutrien Ltd.,Basic Materials,Agricultural Inputs,NYSE,28158194940.0,2021-01-04,2021-01-04,active_screener
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,NYSE,36958412547.0,2021-01-04,2021-01-04,active_screener
TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,11363660000.0,2021-01-04,2021-01-04,active_screener
MSTR,Strategy Inc,Technology,Software - Application,NASDAQ,4101904400.0,2021-01-04,2021-01-04,active_screener
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,NYSE,4898967943.0,2021-01-04,2021-01-04,active_screener
SATS,EchoStar Corporation,Technology,Communication Equipment,NASDAQ,1964720030.0,2021-01-04,2021-01-04,active_screener
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,NASDAQ,13988195535.0,2021-01-04,2021-01-04,active_screener
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,NASDAQ,44516628000.0,2021-01-04,2021-01-04,active_screener
IX,ORIX Corporation,Financial Services,Financial - Credit Services,NYSE,3701773548.0,2021-01-04,2021-01-04,active_screener
BE,Bloom Energy Corporation,Industrials,Electrical Equipment & Parts,NYSE,4659631050.0,2021-01-04,2021-01-04,active_screener
INSM,Insmed Incorporated,Healthcare,Biotechnology,NASDAQ,3441171009.0,2021-01-04,2021-01-04,active_screener
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Agricultural Farm Products,NYSE,28076810000.0,2021-01-04,2021-01-04,active_screener
NRG,"NRG Energy, Inc.",Utilities,Independent Power Producers,NYSE,8893500000.0,2021-01-04,2021-01-04,active_screener
ARES,Ares Management Corporation,Financial Services,Asset Management,NYSE,10407417721.0,2021-01-04,2021-01-04,active_screener
STM,STMicroelectronics N.V.,Technology,Semiconductors,NYSE,34788821292.0,2021-01-04,2021-01-04,active_screener
RYAAY,Ryanair Holdings plc,Industrials,"Airlines, Airports & Air Services",NASDAQ,9431643100.0,2021-01-04,2021-01-04,active_screener
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,NASDAQ,20253992532.0,2021-01-04,2021-01-04,active_screener
RMD,ResMed Inc.,Healthcare,Medical - Instruments & Supplies,NYSE,30837219553.0,2021-01-04,2021-01-04,active_screener
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,NYSE,30277320000.0,2021-01-04,2021-01-04,active_screener
IR,Ingersoll Rand Inc.,Industrials,Industrial - Machinery,NYSE,18574752000.0,2021-01-04,2021-01-04,active_screener
ONC,BeOne Medicines Ltd.,Healthcare,Medical - Pharmaceuticals,NASDAQ,23871246121.0,2021-01-04,2021-01-04,active_screener
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,NYSE,15041000000.0,2021-01-04,2021-01-04,active_screener
SHG,"Shinhan Financial Group Co., Ltd.",Financial Services,Banks - Regional,NYSE,15624049980.0,2021-01-04,2021-01-04,active_screener
CHT,"Chunghwa Telecom Co., Ltd.",Communication Services,Telecommunications Services,NYSE,30122166701.0,2021-01-04,2021-01-04,active_screener
A,"Agilent Technologies, Inc.",Healthcare,Medical - Diagnostics & Research,NYSE,36303840000.0,2021-01-04,2021-01-04,active_screener
PAYX,"Paychex, Inc.",Industrials,Staffing & Employment Services,NASDAQ,32583816000.0,2021-01-04,2021-01-04,active_screener
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,NASDAQ,19454010590.0,2021-01-04,2021-01-04,active_screener
HMC,"Honda Motor Co., Ltd.",Consumer Cyclical,Auto - Manufacturers,NYSE,14927065421.0,2021-01-04,2021-01-04,active_screener
NWG,NatWest Group plc,Financial Services,Banks - Diversified,NYSE,12925349675.0,2021-01-04,2021-01-04,active_screener
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,NASDAQ,28489377280.0,2021-01-04,2021-01-04,active_screener
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,NYSE,16303471920.0,2021-01-04,2021-01-04,active_screener
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,NYSE,16739869999.0,2021-01-04,2021-01-04,active_screener
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,NYSE,8275746960.0,2021-01-04,2021-01-04,active_screener
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,NASDAQ,7465468561.0,2021-01-04,2021-01-04,active_screener
WDAY,"Workday, Inc.",Technology,Software - Application,NASDAQ,54520076473.0,2021-01-04,2021-01-04,active_screener
TS,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,NYSE,9456101370.0,2021-01-04,2021-01-04,active_screener
CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas Midstream,NYSE,16843199999.0,2021-01-04,2021-01-04,active_screener
ATO,Atmos Energy Corporation,Utilities,Regulated Gas,NYSE,12145008830.0,2021-01-04,2021-01-04,active_screener
AEE,Ameren Corporation,Utilities,Regulated Electric,NYSE,19367472000.0,2021-01-04,2021-01-04,active_screener
OTIS,Otis Worldwide Corporation,Industrials,Industrial - Machinery,NYSE,28308644000.0,2021-01-04,2021-01-04,active_screener
UAL,"United Airlines Holdings, Inc.",Industrials,"Airlines, Airports & Air Services",NASDAQ,13470528743.0,2021-01-04,2021-01-04,active_screener
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,NYSE,5870752921.0,2021-01-04,2021-01-04,active_screener
DTE,DTE Energy Company,Utilities,Regulated Electric,NYSE,19706520000.0,2021-01-04,2021-01-04,active_screener
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,NYSE,9099922000.0,2021-01-04,2021-01-04,active_screener
JBL,Jabil Inc.,Technology,"Hardware, Equipment & Parts",NYSE,6338151000.0,2021-01-04,2021-01-04,active_screener
FISV,"Fiserv, Inc.",Technology,Information Technology Services,NASDAQ,74829712000.0,2021-01-04,2021-01-04,active_screener
TDY,Teledyne Technologies Incorporated,Technology,"Hardware, Equipment & Parts",NYSE,13430477082.0,2021-01-04,2021-01-04,active_screener
NTRA,"Natera, Inc.",Healthcare,Medical - Diagnostics & Research,NASDAQ,8349017590.0,2021-01-04,2021-01-04,active_screener
DVN,Devon Energy Corporation,Energy,Oil & Gas Exploration & Production,NYSE,10549020000.0,2021-01-04,2021-01-04,active_screener
FE,FirstEnergy Corp.,Utilities,Regulated Electric,NYSE,16023930000.0,2021-01-04,2021-01-04,active_screener
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,NASDAQ,45115880000.0,2021-01-04,2021-01-04,active_screener
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,NYSE,13224244448.0,2021-01-04,2021-01-04,active_screener
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,NASDAQ,42092600000.0,2021-01-04,2021-01-04,active_screener
IQV,IQVIA Holdings Inc.,Healthcare,Medical - Diagnostics & Research,NYSE,33818900000.0,2021-01-04,2021-01-04,active_screener
PPL,PPL Corporation,Utilities,Regulated Electric,NYSE,21213405220.0,2021-01-04,2021-01-04,active_screener
